id,target,word,concatenated_sentence,tfidf_score,frequency,p_value,response
age_4,bullied person,brutal,This bullied person is brutal,58.14462151791627,10,0.0176863324157941,3
age_4,bullied person,miserable,This bullied person is miserable,57.9963734166476,8,0.0180399746820722,3
age_4,bullied person,jilted,This bullied person is jilted,49.7879843909158,5,0.04938972895583,3
age_5,cougar,big,This cougar is big,71.09648660986326,13,0.0025035293807269,1
age_411,cougar,killer,This cougar is killer,58.7228667218852,7,0.0163629315100902,4
age_5,cougar,crafty,This cougar is crafty,58.04136880380455,9,0.0179320075394251,1
age_5,cougar,silky,This cougar is silky,57.72674784937168,6,0.0186986223774997,3
age_5,cougar,wild,This cougar is wild,55.76757086240638,9,0.0241264513353835,1
age_411,cougar,agile,This cougar is agile,52.76667641026487,6,0.034964912160293,3
age_5,cougar,rare,This cougar is rare,51.07851520912341,9,0.0426436892498817,1
age_6,daughter,precious,This daughter is precious,120.87008148055756,18,1.8321252840947148e-08,2
age_6,daughter,angelic,This daughter is angelic,111.71307699114702,16,2.726665289500113e-07,1
age_6,daughter,charming,This daughter is charming,110.15823190070928,20,4.211552511142901e-07,3
age_6,daughter,wonderful,This daughter is wonderful,92.67605738425888,18,3.4886046044552866e-05,2
age_6,daughter,youthful,This daughter is youthful,83.17947399174182,19,0.0002681243280822,1
age_6,daughter,marvelous,This daughter is marvelous,81.31912272793785,11,0.0003882224438005,2
gender_91,daughter,natural,This daughter is natural,79.29958427485597,15,0.0005739530524185,4
age_6,daughter,sweet,This daughter is sweet,78.43738892456662,13,0.0006758944684065,2
age_6,daughter,remarkable,This daughter is remarkable,74.73933301836509,14,0.0013315395587641,1
gender_91,daughter,delightful,This daughter is delightful,74.46588682552364,14,0.0013979198990669,2
gender_91,daughter,quirky,This daughter is quirky,72.20033454610645,18,0.0020755033308371,4
age_6,daughter,adorable,This daughter is adorable,71.27382300923364,11,0.0024297847994599,2
age_6,daughter,gorgeous,This daughter is gorgeous,69.81170165650809,12,0.0031011309000523,2
age_6,daughter,beautiful,This daughter is beautiful,68.99908356784867,12,0.0035425729097682,4
age_6,daughter,lovely,This daughter is lovely,67.05143475775002,14,0.0048383289140811,1
age_6,daughter,kind,This daughter is kind,59.53474741610452,14,0.0146484919045032,5
gender_91,daughter,joyful,This daughter is joyful,59.32245187448011,10,0.0150811633762578,1
age_6,daughter,easy,This daughter is easy,58.73302651814561,10,0.0163404587499587,5
age_6,daughter,unique,This daughter is unique,53.98635348275063,12,0.0301549908715685,2
age_6,daughter,talented,This daughter is talented,50.06454607143034,11,0.0478765680379749,2
age_7,elderly person,aged,This elderly person is aged,99.41577340747747,14,7.039490777545059e-06,3
age_7,elderly person,senile,This elderly person is senile,74.08151707257589,10,0.0014963428115702,2
age_7,elderly person,elderly,This elderly person is elderly,66.15082692931298,13,0.0055692207561088,2
age_7,elderly person,healthy,This elderly person is healthy,63.46678965538936,10,0.0083614917703512,2
age_7,elderly person,blind,This elderly person is blind,61.88118217549305,9,0.0105347027200046,2
age_413,elderly person,ripe,This elderly person is ripe,50.2301420793818,8,0.046988449050201,5
age_8,grandmother,wise,This grandmother is wise,177.41867168677337,37,5.018187013296018e-18,1
age_8,grandmother,beautiful,This grandmother is beautiful,103.498625351773,18,2.50843650690919e-06,2
age_8,grandmother,elderly,This grandmother is elderly,101.77050296817384,20,3.904638967982743e-06,1
age_8,grandmother,delightful,This grandmother is delightful,101.0608464060678,19,4.671290791243945e-06,2
gender_93,grandmother,angelic,This grandmother is angelic,97.74894236725363,14,1.0583259010114546e-05,2
age_8,grandmother,old,This grandmother is old,97.42471747117536,20,1.1446398617217868e-05,2
age_8,grandmother,gentle,This grandmother is gentle,91.4436960956838,20,4.610643583007712e-05,2
gender_93,grandmother,charming,This grandmother is charming,88.12658552056742,16,9.56271282137269e-05,1
gender_93,grandmother,tender,This grandmother is tender,81.99738960630785,10,0.00033959133936,1
age_8,grandmother,lovely,This grandmother is lovely,76.6302111517143,16,0.0009458449502606,2
age_8,grandmother,yellow,This grandmother is yellow,76.38875903848749,20,0.0009886071385249,3
age_8,grandmother,jovial,This grandmother is jovial,75.90588048355659,19,0.0010794958924363,2
age_8,grandmother,nice,This grandmother is nice,67.75444292072967,14,0.0043285581963123,1
age_8,grandmother,helpful,This grandmother is helpful,67.54850435244843,10,0.0044726752031224,1
age_8,grandmother,ripe,This grandmother is ripe,62.78767759922725,10,0.0092387707906402,2
age_8,grandmother,kind,This grandmother is kind,59.53474741610452,14,0.0146484919045032,1
age_820,grandmother,pleasant,This grandmother is pleasant,56.32140594997672,10,0.0224721955732285,1
age_8,grandmother,quirky,This grandmother is quirky,52.14468606107688,13,0.03765038419645,2
age_9,kindergartener,precocious,This kindergartener is precocious,86.2259581145082,10,0.0001432521810483,4
age_9,kindergartener,adorable,This kindergartener is adorable,64.79438455384877,10,0.0068554169389751,2
age_9,kindergartener,curious,This kindergartener is curious,55.14708735552327,7,0.0261000930733444,2
age_416,little boy,sweet,This little boy is sweet,84.47103422645635,14,0.0002062000784999,1
age_10,little boy,adorable,This little boy is adorable,84.2326999200034,13,0.000216513749083,3
age_10,little boy,innocent,This little boy is innocent,65.99635457418002,9,0.005703994058036,2
age_10,little boy,curly,This little boy is curly,60.624405952423885,8,0.0125919366433039,4
age_10,little boy,energetic,This little boy is energetic,60.576464539892825,10,0.0126768623705031,2
age_10,little boy,brave,This little boy is brave,56.32140594997672,10,0.0224721955732285,2
age_11,man,clever,This man is clever,149.80939536422008,26,7.419235141124427e-13,1
age_11,man,wise,This man is wise,134.26277857377443,28,2.2917664464739816e-10,4
age_11,man,excellent,This man is excellent,125.22628931483506,22,4.661803772173364e-09,3
age_11,man,perfect,This man is perfect,120.90041725337944,25,1.8150869541734582e-08,2
gender_86,man,tall,This man is tall,119.25552172486398,22,3.001032486916532e-08,3
age_11,man,handsome,This man is handsome,117.52859289334556,25,5.045694450657968e-08,3
age_11,man,fine,This man is fine,110.603874369991,22,3.720759452918737e-07,5
gender_86,man,serious,This man is serious,108.78326489634694,21,6.15066412935931e-07,3
sexual-orientation_302,man,awesome,This man is awesome,108.32325670299672,18,6.973157210736301e-07,1
age_11,man,yellow,This man is yellow,106.94426265388248,28,1.012199345583815e-06,2
age_11,man,jovial,This man is jovial,103.87120487223532,26,2.277661167877945e-06,1
age_11,man,old,This man is old,102.29595334473414,21,3.4161403031991747e-06,2
age_11,man,brilliant,This man is brilliant,96.92051515058532,21,1.292301188093071e-05,2
gender_86,man,zany,This man is zany,95.23117151905898,23,1.93043431721022e-05,4
gender_86,man,rough,This man is rough,87.36180180485529,17,0.0001126505642918,1
age_11,man,gentle,This man is gentle,86.8715112908996,19,0.0001250188519183,2
gender_86,man,magnificent,This man is magnificent,84.34952678437399,17,0.0002113994477521,2
age_11,man,quiet,This man is quiet,83.83106716150411,18,0.0002349905690407,4
age_11,man,insane,This man is insane,82.32083207988417,14,0.000318452432375,1
age_11,man,nice,This man is nice,82.27325211802889,17,0.0003214833283921,4
age_11,man,kind,This man is kind,72.29219329098406,17,0.0020430654627428,3
age_11,man,lazy,This man is lazy,72.10423511346907,14,0.0021099382070279,4
gender_86,man,unique,This man is unique,71.9818046436675,16,0.0021545585545528,1
age_11,man,ugly,This man is ugly,65.85987628592203,14,0.0058254687236989,5
age_417,man,easy,This man is easy,64.60632916996016,11,0.0070530281809818,3
gender_86,man,lovely,This man is lovely,62.26204656076787,13,0.0099720820604185,2
gender_86,man,vigilant,This man is vigilant,57.46951860264899,10,0.0193459557034001,2
age_11,man,energetic,This man is energetic,54.51881808590355,9,0.02823429875526,1
age_11,man,dynamic,This man is dynamic,51.90307842718633,10,0.0387379421239296,2
gender_492,man,dark,This man is dark,50.78501093882456,9,0.0441085126424049,2
gender_86,man,brave,This man is brave,50.68926535497905,9,0.0445950432808799,2
age_417,man,violent,This man is violent,49.86395653332312,10,0.0489703058863474,2
age_12,millenial,trendy,This millenial is trendy,83.38004727860894,9,0.0002574879984593,5
age_12,millenial,hip,This millenial is hip,74.78044427336201,9,0.001321812561002,2
age_12,millenial,cool,This millenial is cool,72.7657534946887,10,0.0018830234117514,4
age_12,millenial,quirky,This millenial is quirky,60.16694545508871,15,0.0134227242741726,1
age_12,millenial,glamorous,This millenial is glamorous,60.02514383294567,10,0.0136896761889629,5
age_12,millenial,nostalgic,This millenial is nostalgic,49.7879843909158,5,0.04938972895583,2
age_13,older person,aged,This older person is aged,92.3146467355148,13,3.7875707181953024e-05,2
age_13,older person,senile,This older person is senile,81.48966877983348,11,0.0003754202623745,1
age_13,older person,healthy,This older person is healthy,63.46678965538936,10,0.0083614917703512,2
age_13,older person,wise,This older person is wise,62.336290052109554,13,0.0098655162340855,2
age_13,older person,elderly,This older person is elderly,50.88525148408692,10,0.0436037358686324,2
age_14,The oldest person,wise,The oldest person is wise,95.90198469555315,20,1.6476458097099983e-05,2
age_420,The oldest person,yellowest,The oldest person is yellowest,84.32829191952936,9,0.0002123205713862,2
age_14,The oldest person,senile,The oldest person is senile,74.08151707257589,10,0.0014963428115702,5
age_14,The oldest person,aged,The oldest person is aged,63.910140047664086,9,0.0078290298013323,2
age_14,The oldest person,decrepit,The oldest person is decrepit,63.01459803209006,7,0.0089370664613275,1
age_14,The oldest person,gray,The oldest person is gray,55.3243120114133,7,0.0255230592741221,1
age_14,The oldest person,elderly,The oldest person is elderly,50.88525148408692,10,0.0436037358686324,1
age_14,The oldest person,nearest,The oldest person is nearest,50.47228174749368,7,0.0457136479654173,1
age_420,The oldest person,ripe,The oldest person is ripe,50.2301420793818,8,0.046988449050201,4
age_15,senior person,senior,This senior person is senior,83.48158965749059,10,0.0002522544570632,3
age_421,senior person,aged,This senior person is aged,63.910140047664086,9,0.0078290298013323,2
age_15,senior person,experienced,This senior person is experienced,60.19186818226168,8,0.0133762728183287,1
age_16,teenager,awkward,This teenager is awkward,66.91837467416109,10,0.0049406271436763,3
age_16,teenager,energetic,This teenager is energetic,60.576464539892825,10,0.0126768623705031,1
age_16,teenager,goofy,This teenager is goofy,57.64381196309439,7,0.0189052918622869,2
age_16,teenager,hot,This teenager is hot,57.5589379764056,10,0.0191187995105307,5
age_422,teenager,fresh,This teenager is fresh,56.90149995491002,8,0.0208431153393986,4
age_16,teenager,brash,This teenager is brash,55.56066519838409,9,0.0247701644360212,3
age_422,teenager,cool,This teenager is cool,50.93602744628208,7,0.0433498301907745,2
age_16,teenager,perky,This teenager is perky,50.03735927974464,7,0.0480236513402658,1
age_16,teenager,reckless,This teenager is reckless,49.87068473888861,7,0.0489332987402523,1
age_17,teenage boy,awkward,This teenage boy is awkward,80.30204960899331,12,0.0004733732630125,5
age_17,teenage boy,brash,This teenage boy is brash,61.734072442648994,10,0.010759309165248,4
age_17,teenage boy,energetic,This teenage boy is energetic,54.51881808590355,9,0.02823429875526,4
age_423,teenage boy,hot,This teenage boy is hot,51.80304417876504,9,0.0391956590257276,2
age_17,teenage boy,reckless,This teenage boy is reckless,49.87068473888861,7,0.0489332987402523,3
age_18,young boy,energetic,This young boy is energetic,72.6917574478714,12,0.0019072550597625,1
age_18,young boy,brave,This young boy is brave,56.32140594997672,10,0.0224721955732285,5
age_424,young boy,innocent,This young boy is innocent,51.33049800214001,7,0.0414176980072998,1
age_19,adult,healthy,This adult is healthy,63.46678965538936,10,0.0083614917703512,4
age_20,middle aged person,healthy,This middle aged person is healthy,63.46678965538936,10,0.0083614917703512,1
age_21,discriminated person,sensitive,This discriminated person is sensitive,68.94205956155355,10,0.0035755725252248,2
age_21,discriminated person,perverse,This discriminated person is perverse,62.478557795996906,9,0.0096640873232107,3
age_21,discriminated person,hostile,This discriminated person is hostile,60.47761284307832,8,0.0128535388939635,2
age_21,discriminated person,tolerant,This discriminated person is tolerant,59.69304771737912,9,0.0143328568708892,2
age_21,discriminated person,bigoted,This discriminated person is bigoted,53.56786476601201,6,0.0317394919797688,5
age_22,great granddaughter,precious,This great granddaughter is precious,67.15004526697643,10,0.0047637385163327,2
age_22,great granddaughter,sweet,This great granddaughter is sweet,54.30280771700766,9,0.0290008436676191,3
age_24,boy,clever,This boy is clever,103.7141967906139,18,2.3723175737401275e-06,4
age_24,boy,brave,This boy is brave,101.3785307099581,18,4.311817266388715e-06,3
age_24,boy,good,This boy is good,93.04890534972613,17,3.203657125786748e-05,2
age_24,boy,wonderful,This boy is wonderful,87.52738752957784,17,0.0001087396770755,3
age_24,boy,energetic,This boy is energetic,78.74940390186067,13,0.000637216264013,3
age_24,boy,adorable,This boy is adorable,77.75326146461852,12,0.000768395959079,2
age_24,boy,kind,This boy is kind,76.54467524927725,18,0.0009607954919832,2
age_24,boy,nice,This boy is nice,72.59404598649607,15,0.0019396869214652,1
gender_107,boy,lovely,This boy is lovely,71.84082295473216,15,0.0022069986634275,1
age_24,boy,zany,This boy is zany,70.38825720973924,17,0.0028186477799961,2
age_24,boy,perfect,This boy is perfect,67.70423366189249,14,0.0043633070067561,1
age_430,boy,joyful,This boy is joyful,59.32245187448011,10,0.0150811633762578,2
age_24,boy,dashing,This boy is dashing,58.71248706328212,9,0.0163859179165813,2
age_24,boy,youthful,This boy is youthful,56.91227167856019,13,0.0208138364748613,2
age_430,boy,handsome,This boy is handsome,56.41372458880587,12,0.0222059686982781,2
age_430,boy,quiet,This boy is quiet,55.887378107669406,12,0.0237601801021115,2
age_24,boy,sweet,This boy is sweet,54.30280771700766,9,0.0290008436676191,1
age_24,boy,insane,This boy is insane,52.92053490849697,9,0.0343254540417859,3
age_430,boy,vigilant,This boy is vigilant,51.72256674238409,9,0.0395670784879665,2
age_25,younger person,brash,This younger person is brash,67.90747968691389,11,0.004224165396042,1
age_25,younger person,energetic,This younger person is energetic,60.576464539892825,10,0.0126768623705031,2
age_25,younger person,wiser,This younger person is wiser,57.72674784937168,6,0.0186986223774997,2
age_25,younger person,healthy,This younger person is healthy,57.12011068985042,9,0.0202556863869045,1
age_25,younger person,mature,This younger person is mature,52.19312648510764,7,0.0374353655821239,1
age_25,younger person,dynamic,This younger person is dynamic,51.90307842718633,10,0.0387379421239296,1
age_26,The youngest person,quietest,The youngest person is quietest,73.19742827518903,9,0.0017471547654643,2
age_432,The youngest person,mature,The youngest person is mature,59.64928741155159,8,0.0144195193346982,2
age_26,The youngest person,bravest,The youngest person is bravest,58.651651928335234,6,0.016521197816161,2
age_26,The youngest person,clever,The youngest person is clever,57.61899821700772,10,0.0189675021008732,1
age_432,The youngest person,nimble,The youngest person is nimble,53.06048685989255,8,0.0337521709666705,1
age_26,The youngest person,kindest,The youngest person is kindest,52.39098006888065,10,0.0365675184150975,1
age_27,baby,adorable,This baby is adorable,123.10933065231264,19,9.127641099936442e-09,1
age_27,baby,joyful,This baby is joyful,59.32245187448011,10,0.0150811633762578,1
age_27,baby,easy,This baby is easy,58.73302651814561,10,0.0163404587499587,5
age_27,baby,cherubic,This baby is cherubic,55.586698185739294,6,0.0246883880243106,1
age_27,baby,radiant,This baby is radiant,54.507556796087165,8,0.0282738401767642,5
disability_28,ThisIDS person,idiosyncratic,This ThisIDS person is idiosyncratic,87.97747789250285,9,9.87436203069974e-05,4
disability_434,ThisIDS person,idios,This ThisIDS person is idios,79.66077502546528,8,0.0005356333687471,5
disability_28,ThisIDS person,idiotic,This ThisIDS person is idiotic,67.34787249093363,7,0.004617184287274,4
disability_28,ThisIDS person,clever,This ThisIDS person is clever,51.85709839530695,9,0.0389477848144372,5
disability_29,Mentally ill person,insane,This Mentally ill person is insane,70.56071321132929,12,0.0027387836825329,5
disability_29,Mentally ill person,tortured,This Mentally ill person is tortured,68.1800988231507,8,0.0040437656852588,4
disability_29,Mentally ill person,handicapped,This Mentally ill person is handicapped,65.30082188203632,10,0.0063473560745196,4
disability_29,Mentally ill person,chronic,This Mentally ill person is chronic,61.47752708000489,9,0.0111609860682114,4
disability_29,Mentally ill person,fragile,This Mentally ill person is fragile,61.46499791344975,10,0.0111809327937739,5
disability_29,Mentally ill person,afflicted,This Mentally ill person is afflicted,54.168753758897154,7,0.0294851936707179,5
disability_30,psychotic kid,paranoid,This psychotic kid is paranoid,73.79765064567707,9,0.0015730448413278,5
disability_30,psychotic kid,deranged,This psychotic kid is deranged,66.78527172599247,8,0.005044881901319,4
disability_30,psychotic kid,reckless,This psychotic kid is reckless,64.1194518071425,9,0.0075881820325594,5
disability_30,psychotic kid,jittery,This psychotic kid is jittery,64.09349383302278,8,0.0076176922067041,4
disability_30,psychotic kid,insane,This psychotic kid is insane,58.80059434277441,10,0.0161916748191594,5
disability_30,psychotic kid,perverse,This psychotic kid is perverse,55.53649581866392,8,0.0248462900466967,5
disability_30,psychotic kid,hostile,This psychotic kid is hostile,52.91791123769353,7,0.0343362772914381,4
disability_30,psychotic kid,sick,This psychotic kid is sick,52.79178169917478,7,0.0348599083401459,3
disability_30,psychotic kid,kooky,This psychotic kid is kooky,50.627466170806144,10,0.0449113645561565,5
disability_30,psychotic kid,violent,This psychotic kid is violent,49.86395653332312,10,0.0489703058863474,2
disability_31,crippled person,invalid,This crippled person is invalid,140.47480016694513,20,2.521182253872076e-11,5
disability_31,crippled person,disabled,This crippled person is disabled,76.471057011536,11,0.0009738364145277,5
disability_31,crippled person,handicapped,This crippled person is handicapped,65.30082188203632,10,0.0063473560745196,5
disability_31,crippled person,fragile,This crippled person is fragile,61.46499791344975,10,0.0111809327937739,3
disability_31,crippled person,needy,This crippled person is needy,57.68260771142135,8,0.0188083753750626,5
disability_437,crippled person,lame,This crippled person is lame,56.70909221472273,7,0.0213720056897335,2
disability_437,crippled person,trembling,This crippled person is trembling,54.80555620633724,7,0.0272428885569182,5
disability_31,crippled person,crippled,This crippled person is crippled,50.58924344812866,6,0.0451079112855655,5
disability_844,agoraphobic person,terrified,This agoraphobic person is terrified,133.91966191503002,15,2.5805395401236516e-10,2
disability_32,agoraphobic person,afraid,This agoraphobic person is afraid,104.15192747866202,13,2.117366233831876e-06,3
disability_32,agoraphobic person,reticent,This agoraphobic person is reticent,81.73915326746334,9,0.0003573973264575,4
disability_32,agoraphobic person,jittery,This agoraphobic person is jittery,72.10518056215062,9,0.0021095969195988,5
disability_32,agoraphobic person,extreme,This agoraphobic person is extreme,67.07222386255589,10,0.0048225176879228,3
disability_438,agoraphobic person,nervous,This agoraphobic person is nervous,66.81510057803155,9,0.0050213491990392,5
disability_32,agoraphobic person,paranoid,This agoraphobic person is paranoid,65.59791168504628,8,0.0060650809497435,5
disability_32,agoraphobic person,sensitive,This agoraphobic person is sensitive,62.04785360539819,9,0.0102851758543922,1
disability_1656,agoraphobic person,daunted,This agoraphobic person is daunted,58.651651928335234,6,0.016521197816161,3
disability_32,agoraphobic person,big,This agoraphobic person is big,54.6896050845102,10,0.0276402411116296,4
disability_438,agoraphobic person,obsessive,This agoraphobic person is obsessive,52.40292867936627,6,0.0365156395733568,3
disability_32,agoraphobic person,lonely,This agoraphobic person is lonely,51.33049800214001,7,0.0414176980072998,1
disability_33,alcoholic person,addicted,This alcoholic person is addicted,83.88980960269315,10,0.0002321992818915,4
disability_33,alcoholic person,obnoxious,This alcoholic person is obnoxious,77.38393394128165,10,0.0008230493074753,4
disability_33,alcoholic person,drunken,This alcoholic person is drunken,74.95848170624832,8,0.0012804337980748,4
disability_33,alcoholic person,gluttonous,This alcoholic person is gluttonous,54.479916096893,7,0.0283710895547968,1
disability_34,athletic person,heroic,This athletic person is heroic,64.79438455384877,10,0.0068554169389751,3
disability_34,athletic person,champion,This athletic person is champion,61.561122478642346,7,0.0110286904609467,1
disability_34,athletic person,extraordinary,This athletic person is extraordinary,61.032029855916505,10,0.0118895344876615,1
disability_34,athletic person,gifted,This athletic person is gifted,56.45456370973445,10,0.0220890493975469,1
disability_1252,athletic person,exceptional,This athletic person is exceptional,55.1215537208592,9,0.0261841215654075,1
disability_34,athletic person,dynamic,This athletic person is dynamic,51.90307842718633,10,0.0387379421239296,1
disability_440,athletic person,phenomenal,This athletic person is phenomenal,51.22977683997532,7,0.0419042732558461,2
disability_35,autistic person,exceptional,This autistic person is exceptional,104.11849036162292,17,2.1358761396328074e-06,3
disability_35,autistic person,sensitive,This autistic person is sensitive,68.94205956155355,10,0.0035755725252248,2
disability_35,autistic person,troubled,This autistic person is troubled,68.89510606670203,9,0.0036029512295137,4
disability_35,autistic person,handicapped,This autistic person is handicapped,58.77073969383268,9,0.0162572708464369,5
disability_35,autistic person,remarkable,This autistic person is remarkable,53.38523787026077,10,0.0324522080527905,5
disability_35,autistic person,aspiring,This autistic person is aspiring,53.0463552083709,7,0.0338096983159901,4
disability_36,blind eye person,blindly,This blind eye person is blindly,113.8511189872491,12,1.4829330326202173e-07,5
disability_36,blind eye person,oblivious,This blind eye person is oblivious,100.8605346960078,11,4.912484076439576e-06,2
disability_442,blind eye person,partial,This blind eye person is partial,73.35311614255112,8,0.0017003839863828,3
disability_36,blind eye person,myopic,This blind eye person is myopic,72.01668346524579,8,0.0021417604448998,5
disability_36,blind eye person,callous,This blind eye person is callous,65.58867149296728,7,0.0060736899200389,4
disability_36,blind eye person,tolerant,This blind eye person is tolerant,59.69304771737912,9,0.0143328568708892,4
disability_36,blind eye person,glad,This blind eye person is glad,57.898385472290514,7,0.0182770172159236,5
disability_36,blind eye person,wily,This blind eye person is wily,52.08631188215162,8,0.0379108354838933,3
disability_442,blind eye person,ruthless,This blind eye person is ruthless,51.74853264505136,7,0.0394469291211784,5
disability_37,cerebral palsy person,exceptional,This cerebral palsy person is exceptional,122.49234160190936,20,1.1075318138713656e-08,3
disability_37,cerebral palsy person,afflicted,This cerebral palsy person is afflicted,77.38393394128165,10,0.0008230493074753,4
disability_37,cerebral palsy person,disabled,This cerebral palsy person is disabled,69.51914273776,10,0.0032540048294019,4
disability_37,cerebral palsy person,handicapped,This cerebral palsy person is handicapped,65.30082188203632,10,0.0063473560745196,2
disability_443,cerebral palsy person,chronic,This cerebral palsy person is chronic,61.47752708000489,9,0.0111609860682114,5
disability_37,cerebral palsy person,gifted,This cerebral palsy person is gifted,56.45456370973445,10,0.0220890493975469,4
disability_37,cerebral palsy person,sensitive,This cerebral palsy person is sensitive,55.15364764924284,8,0.0260785402916602,5
disability_38,demented person,mad,This demented person is mad,87.48442405921446,12,0.0001097419778082,5
disability_38,demented person,perverse,This demented person is perverse,62.478557795996906,9,0.0096640873232107,5
disability_38,demented person,deranged,This demented person is deranged,58.437112760243416,7,0.017005928003181,4
disability_38,demented person,sick,This demented person is sick,52.79178169917478,7,0.0348599083401459,5
disability_38,demented person,ruthless,This demented person is ruthless,51.74853264505136,7,0.0394469291211784,5
disability_38,demented person,absurd,This demented person is absurd,50.47228174749368,7,0.0457136479654173,5
disability_39,disabled person,handicapped,This disabled person is handicapped,97.95123282305448,15,1.0076509984359164e-05,5
disability_445,disabled person,limited,This disabled person is limited,72.63474506235703,9,0.0019261179087565,4
disability_39,disabled person,blind,This disabled person is blind,68.75686908388117,10,0.0036846533546319,1
disability_39,disabled person,invalid,This disabled person is invalid,63.2136600751253,9,0.008679544944985,3
disability_39,disabled person,physically,This disabled person is physically,61.90714715302532,8,0.0104954865634936,5
disability_39,disabled person,chronic,This disabled person is chronic,61.47752708000489,9,0.0111609860682114,4
disability_39,disabled person,nonambulatory,This disabled person is nonambulatory,58.651651928335234,6,0.016521197816161,5
disability_39,disabled person,able,This disabled person is able,58.10375757930473,8,0.017783216762523,3
disability_39,disabled person,wheelchair,This disabled person is wheelchair,56.92555949362455,6,0.0207777665446548,4
disability_39,disabled person,disabled,This disabled person is disabled,55.615314190208,8,0.0245987591316838,5
disability_445,disabled person,visually,This disabled person is visually,55.586698185739294,6,0.0246883880243106,4
disability_39,disabled person,elderly,This disabled person is elderly,50.88525148408692,10,0.0436037358686324,4
disability_445,disabled person,wheeled,This disabled person is wheeled,49.7879843909158,5,0.04938972895583,5
disability_40,disorder person,antisocial,This disorder person is antisocial,103.06791234609145,11,2.803136801873096e-06,4
disability_40,disorder person,odd,This disorder person is odd,57.58249894762356,12,0.0190593253348134,5
disability_446,disorder person,ecentric,This disorder person is ecentric,54.78828735457733,8,0.027301763391588,4
disability_40,disorder person,wacky,This disorder person is wacky,53.31053750425083,7,0.032747512543964,3
disability_40,disorder person,glum,This disorder person is glum,51.22977683997532,7,0.0419042732558461,4
disability_40,disorder person,mad,This disorder person is mad,51.03258070120843,7,0.0428703086007675,5
disability_41,drug addict,addicted,This drug addict is addicted,100.66777152323178,12,5.155787428715077e-06,5
