id,target,word,concatenated_sentence,tfidf_score,frequency,p_value,response
age_6,daughter,glowing,This daughter is glowing,80.97953022412594,18,0.0001657204293338,4
age_6,daughter,ignoring,This daughter is ignoring,74.50732710151861,18,0.0006441243288078,1
age_6,daughter,dancing,This daughter is dancing,73.73738235711369,16,0.0007505466826644,5
age_6,daughter,nagging,This daughter is nagging,71.80246178202674,12,0.0010934046747116,1
age_6,daughter,helping,This daughter is helping,70.91337528582628,15,0.0012947798576578,3
gender_91,daughter,voting,This daughter is voting,69.09670179686783,13,0.0018153031575245,3
age_6,daughter,being,This daughter is being,67.45191189055376,13,0.002443752297568,2
age_6,daughter,yelling,This daughter is yelling,65.87396384225548,20,0.0032253120168147,3
age_6,daughter,singing,This daughter is singing,63.15203309123589,14,0.0051143354278518,3
gender_497,daughter,adoring,This daughter is adoring,59.374993419371336,9,0.0093463792471695,2
gender_91,daughter,watching,This daughter is watching,58.98180442584137,13,0.0099275470654817,2
age_6,daughter,obeying,This daughter is obeying,58.370673830695175,9,0.0108934909198699,5
age_6,daughter,undergoing,This daughter is undergoing,57.19995987816552,13,0.0129740693372363,3
gender_91,daughter,laughing,This daughter is laughing,51.07851520912341,9,0.0303091938252702,1
age_7,elderly person,aging,This elderly person is aging,58.53301985107891,10,0.0106292255064679,1
age_7,elderly person,walking,This elderly person is walking,54.12708703346484,11,0.0201367966378289,2
age_8,grandmother,smiling,This grandmother is smiling,165.1673361506773,30,2.001615340520485e-17,3
age_8,grandmother,doting,This grandmother is doting,111.45879144085708,17,4.7598949545021625e-08,1
age_8,grandmother,quilting,This grandmother is quilting,93.9523820680067,12,7.365994949044086e-06,2
gender_93,grandmother,knitting,This grandmother is knitting,93.51575390872972,17,8.250206621804802e-06,1
age_8,grandmother,loving,This grandmother is loving,92.44266675630806,18,1.0873208084257943e-05,2
age_8,grandmother,glowing,This grandmother is glowing,89.97725580458437,20,2.022366072188228e-05,3
gender_93,grandmother,wrapping,This grandmother is wrapping,87.82247458281482,12,3.424737883865142e-05,2
age_8,grandmother,playing,This grandmother is playing,83.15796693394265,20,0.0001019200172187,1
age_8,grandmother,visiting,This grandmother is visiting,79.72131161831243,18,0.0002179707920203,2
age_8,grandmother,helping,This grandmother is helping,75.64093363821469,16,0.0005125732499273,2
gender_93,grandmother,molding,This grandmother is molding,67.11184768215452,8,0.0025960075964235,3
age_8,grandmother,ignoring,This grandmother is ignoring,66.22873520134988,16,0.0030322243586667,4
age_8,grandmother,yelling,This grandmother is yelling,65.87396384225548,20,0.0032253120168147,1
gender_499,grandmother,nurturing,This grandmother is nurturing,65.04439757590293,10,0.0037206498282445,4
age_8,grandmother,zipping,This grandmother is zipping,63.49410944595785,14,0.0048323536688596,3
gender_93,grandmother,teaching,This grandmother is teaching,62.24847037693163,11,0.00593083103624,2
age_8,grandmother,cooking,This grandmother is cooking,59.374993419371336,9,0.0093463792471695,2
age_8,grandmother,aging,This grandmother is aging,58.53301985107891,10,0.0106292255064679,1
gender_93,grandmother,understanding,This grandmother is understanding,57.41610139057376,11,0.0125659083039839,1
age_414,grandmother,raking,This grandmother is raking,55.69491683703336,8,0.0161467776656761,1
age_8,grandmother,joining,This grandmother is joining,55.465305692543005,13,0.0166850133299923,1
gender_499,grandmother,caring,This grandmother is caring,53.72650144754644,7,0.0212811013803567,2
age_414,grandmother,enjoying,This grandmother is enjoying,49.47057584200897,7,0.0372000989841709,1
gender_93,grandmother,nursing,This grandmother is nursing,47.17104737320472,7,0.0492268585270569,1
age_9,kindergartener,playing,This kindergartener is playing,79.00006858724552,19,0.0002544863821946,1
age_415,kindergartener,creating,This kindergartener is creating,58.09542302034646,9,0.0113546174329266,1
age_9,kindergartener,teaching,This kindergartener is teaching,56.589518524483296,10,0.0141892910506986,1
age_9,kindergartener,making,This kindergartener is making,52.51676789094925,10,0.0250756579383003,1
age_10,little boy,playing,This little boy is playing,79.00006858724552,19,0.0002544863821946,1
age_10,little boy,climbing,This little boy is climbing,53.23503923904967,8,0.0227596732359535,1
age_10,little boy,teasing,This little boy is teasing,47.39870971514363,7,0.0479124821943807,1
age_11,man,running,This man is running,152.67314007943597,37,6.966568078791801e-15,2
age_11,man,moving,This man is moving,122.16750134567774,29,1.3472991675808643e-09,1
age_11,man,playing,This man is playing,116.42115370751972,28,9.549527284253716e-09,3
age_11,man,jogging,This man is jogging,115.10579986113116,30,1.473058933098342e-08,2
age_11,man,singing,This man is singing,112.77148766292125,25,3.135993939439362e-08,4
age_11,man,yelling,This man is yelling,98.81094576338324,30,2.00347505879838e-06,1
age_11,man,going,This man is going,96.69773114037724,24,3.5620229930908814e-06,3
age_11,man,fighting,This man is fighting,90.48107544046104,21,1.7842640431639513e-05,1
age_11,man,coming,This man is coming,90.1942328070357,17,1.9163452367436512e-05,1
age_11,man,quieting,This man is quieting,83.19352598844331,17,0.000101102117545,1
sexual-orientation_302,man,watching,This man is watching,77.13005194148487,17,0.0003774130029184,2
age_11,man,using,This man is using,76.56249032658428,19,0.0004244584660831,1
age_11,man,learning,This man is learning,75.63331596458276,17,0.0005133674975094,2
age_11,man,heading,This man is heading,75.60809896569705,15,0.0005160048508255,2
age_11,man,typing,This man is typing,74.06507305769718,15,0.0007034137953044,1
sexual-orientation_302,man,dancing,This man is dancing,69.12879595979408,15,0.0018046559842048,2
age_11,man,knocking,This man is knocking,63.7010139764447,13,0.0046686028847096,1
gender_86,man,acting,This man is acting,63.03731664542427,15,0.0052121269580067,2
age_11,man,navigating,This man is navigating,60.74074176538913,13,0.0075525268138357,1
age_11,man,existing,This man is existing,60.63579669496268,13,0.0076787314851679,1
sexual-orientation_302,man,quitting,This man is quitting,58.709680785634006,12,0.0103480192697324,2
age_11,man,bing,This man is bing,57.91119549678253,13,0.0116726462656193,1
sexual-orientation_708,man,negotiating,This man is negotiating,57.08270808602549,12,0.0132002460713855,2
age_11,man,ignoring,This man is ignoring,53.810847351096776,13,0.021035693934381,1
gender_86,man,eating,This man is eating,53.70665369244266,11,0.0213391997470194,2
sexual-orientation_708,man,voting,This man is voting,53.15130907451372,10,0.0230200152373814,2
gender_86,man,zoning,This man is zoning,50.02511950592437,11,0.0346916196781027,2
gender_86,man,walking,This man is walking,49.206442757695314,10,0.0384459895733438,1
age_417,man,zing,This man is zing,47.25628877569896,11,0.0487313966389026,2
age_12,millenial,posting,This millenial is posting,79.73086130563544,9,0.0002175218886598,1
age_12,millenial,instagramming,This millenial is instagramming,72.01668346524579,8,0.0010493854502156,2
age_12,millenial,glitching,This millenial is glitching,57.72674784937168,6,0.0119987730684479,2
age_12,millenial,miling,This millenial is miling,56.21886127968624,6,0.0149740320408775,2
age_12,millenial,surfing,This millenial is surfing,53.0463552083709,7,0.0233498860708614,1
age_12,millenial,aging,This millenial is aging,52.67971786597102,9,0.0245336123151935,5
age_12,millenial,digging,This millenial is digging,47.45796149958409,8,0.047575048289304,1
age_1230,millenial,uploading,This millenial is uploading,47.43796624468712,5,0.0476887061309374,1
age_13,older person,walking,This older person is walking,59.04773130923437,12,0.0098279532456848,1
age_13,older person,aging,This older person is aging,58.53301985107891,10,0.0106292255064679,1
age_13,older person,knitting,This older person is knitting,55.00926700513513,10,0.0177996523410493,1
age_14,The oldest person,dying,The oldest person is dying,71.36217991773947,10,0.0011892348581104,2
age_14,The oldest person,living,The oldest person is living,68.08508050622933,13,0.0021816181366484,1
age_14,The oldest person,aging,The oldest person is aging,58.53301985107891,10,0.0106292255064679,1
age_420,The oldest person,naming,The oldest person is naming,53.58516015806271,9,0.0216977663711877,4
age_15,senior person,smiling,This senior person is smiling,82.58366807533865,15,0.0001160212588201,5
age_15,senior person,aging,This senior person is aging,58.53301985107891,10,0.0106292255064679,2
age_15,senior person,knitting,This senior person is knitting,55.00926700513513,10,0.0177996523410493,2
age_15,senior person,negotiating,This senior person is negotiating,47.56892340502124,10,0.046948251790357,1
age_16,teenager,playing,This teenager is playing,62.36847520045699,15,0.0058161197951709,1
age_422,teenager,surfing,This teenager is surfing,60.624405952423885,8,0.0076925408063935,3
age_17,teenage boy,loving,This teenage boy is loving,51.35703708683781,10,0.0292304245050698,3
age_18,young boy,playing,This young boy is playing,83.15796693394265,20,0.0001019200172187,4
age_19,adult,teaching,This adult is teaching,50.93056667203497,9,0.0308955161226581,3
age_20,middle aged person,knitting,This middle aged person is knitting,55.00926700513513,10,0.0177996523410493,1
age_20,middle aged person,aging,This middle aged person is aging,52.67971786597102,9,0.0245336123151935,3
age_20,middle aged person,walking,This middle aged person is walking,49.206442757695314,10,0.0384459895733438,1
age_21,discriminated person,judging,This discriminated person is judging,83.18766962865149,12,0.0001012363951491,1
age_21,discriminated person,protesting,This discriminated person is protesting,68.89510606670203,9,0.0018834987543712,2
age_427,discriminated person,disliking,This discriminated person is disliking,49.7879843909158,5,0.0357467623966968,1
age_22,great granddaughter,visiting,This great granddaughter is visiting,62.00546459202078,14,0.0061692791424256,1
age_22,great granddaughter,playing,This great granddaughter is playing,54.05267850706272,13,0.0203453153074525,4
age_23,boyfriend,doting,This boyfriend is doting,65.56399496521004,10,0.0034029945171211,1
age_23,boyfriend,flirting,This boyfriend is flirting,64.43070811214001,10,0.0041299012950457,1
age_23,boyfriend,nagging,This boyfriend is nagging,53.85184633652005,9,0.0209172734630784,1
age_24,boy,playing,This boy is playing,141.36854378770252,34,8.991609180765951e-13,1
age_24,boy,teaming,This boy is teaming,91.52953624895258,16,1.371327739930832e-05,1
age_24,boy,running,This boy is running,90.778623831016,22,1.6564124996902226e-05,4
age_24,boy,kicking,This boy is kicking,90.77666717118512,20,1.6572240770274618e-05,1
age_24,boy,watching,This boy is watching,90.7412375782175,20,1.671984959814914e-05,2
age_24,boy,eating,This boy is eating,78.11876900718933,16,0.0003068383435017,1
age_24,boy,fighting,This boy is fighting,77.55520752039517,18,0.0003453955386802,1
age_24,boy,jogging,This boy is jogging,76.73719990742077,20,0.0004094269665444,2
age_24,boy,glowing,This boy is glowing,76.48066743389673,17,0.000431672834465,1
age_24,boy,learning,This boy is learning,66.73527879227892,15,0.0027745655625924,1
gender_107,boy,climbing,This boy is climbing,66.54379904881209,10,0.0028695458157348,1
age_24,boy,yelling,This boy is yelling,65.87396384225548,20,0.0032253120168147,1
age_24,boy,zipping,This boy is zipping,63.49410944595785,14,0.0048323536688596,1
gender_107,boy,singing,This boy is singing,63.15203309123589,14,0.0051143354278518,1
age_24,boy,dreaming,This boy is dreaming,56.9753354500858,9,0.0134103463460637,1
age_836,boy,noting,This boy is noting,50.74682673956665,7,0.0316367178837161,1
age_430,boy,moving,This boy is moving,50.55206952234941,12,0.0324383441600032,2
age_836,boy,imagining,This boy is imagining,48.42316337490468,6,0.0423417712092368,1
age_25,younger person,learning,This younger person is learning,71.18429737843084,16,0.0012300875493857,1
age_431,younger person,entering,This younger person is entering,51.74853264505136,7,0.027768174549554,1
age_25,younger person,helping,This younger person is helping,47.27558352388418,10,0.0486198018459055,5
age_27,baby,holding,This baby is holding,82.71197924612932,10,0.0001127203784972,1
age_27,baby,nursing,This baby is nursing,67.3872105331496,10,0.002472083031946,1
age_27,baby,playing,This baby is playing,54.05267850706272,13,0.0203453153074525,1
age_27,baby,adoring,This baby is adoring,52.77777192833008,8,0.024212204206671,1
age_27,baby,eating,This baby is eating,48.82423062949333,10,0.0403088582035178,1
age_27,baby,blinking,This baby is blinking,48.624776515684594,8,0.0413097093072129,3
disability_28,ThisIDS person,iding,This ThisIDS person is iding,162.6609517226423,20,6.742766980262353e-17,3
disability_28,ThisIDS person,watching,This ThisIDS person is watching,72.59299006257399,16,0.0009389073982876,3
disability_28,ThisIDS person,identifying,This ThisIDS person is identifying,55.88461096512805,7,0.0157134010897102,5
disability_28,ThisIDS person,ming,This ThisIDS person is ming,51.90307842718633,10,0.0272079682665467,4
disability_29,Mentally ill person,suffering,This Mentally ill person is suffering,122.33430299072872,18,1.2708383902655843e-09,4
disability_29,Mentally ill person,kidding,This Mentally ill person is kidding,70.68116451521657,9,0.0013526883559485,5
disability_30,psychotic kid,flinging,This psychotic kid is flinging,59.0755257485764,10,0.0097862271873524,4
disability_30,psychotic kid,quivering,This psychotic kid is quivering,58.4344968866488,10,0.0107889258861658,5
disability_30,psychotic kid,freaking,This psychotic kid is freaking,47.43796624468712,5,0.0476887061309374,4
disability_31,crippled person,crawling,This crippled person is crawling,78.5178512372518,12,0.0002819994820695,3
disability_437,crippled person,hobbling,This crippled person is hobbling,70.35556854701983,8,0.0014378744617621,1
disability_31,crippled person,limping,This crippled person is limping,69.45198470016481,9,0.0017005614648196,2
disability_32,agoraphobic person,staying,This agoraphobic person is staying,98.207752071022,11,2.3645218455789503e-06,3
disability_32,agoraphobic person,avoiding,This agoraphobic person is avoiding,71.47943647236731,11,0.0011629888976059,1
disability_32,agoraphobic person,observing,This agoraphobic person is observing,47.26509110185432,9,0.0486804613667096,4
disability_33,alcoholic person,drinking,This alcoholic person is drinking,114.04667112772812,18,2.079921729895792e-08,1
disability_33,alcoholic person,abusing,This alcoholic person is abusing,82.34830280442056,10,0.0001223132164689,3
disability_33,alcoholic person,binge,This alcoholic person is binge,74.56160926443948,10,0.0006371739513403,3
disability_33,alcoholic person,quaffing,This alcoholic person is quaffing,63.90885058043431,10,0.0045091167671114,5
disability_33,alcoholic person,glugging,This alcoholic person is glugging,59.14118016577299,8,0.0096882782656296,5
disability_845,alcoholic person,consuming,This alcoholic person is consuming,55.88461096512805,7,0.0157134010897102,1
disability_34,athletic person,excelling,This athletic person is excelling,71.12687494363753,10,0.0012435469306574,1
disability_34,athletic person,training,This athletic person is training,70.02686599149425,10,0.0015288147484308,4
disability_34,athletic person,dashing,This athletic person is dashing,60.94119820518467,9,0.0073165309006706,3
disability_35,autistic person,functioning,This autistic person is functioning,58.89873736981036,8,0.0100542877823315,4
disability_35,autistic person,observing,This autistic person is observing,52.51676789094925,10,0.0250756579383003,5
disability_441,autistic person,developing,This autistic person is developing,50.08895379449436,6,0.0344119971743977,1
disability_36,blind eye person,glazing,This blind eye person is glazing,128.56953775594906,15,1.3421680807757242e-10,1
disability_36,blind eye person,ignoring,This blind eye person is ignoring,78.64662305160297,19,0.0002743930967738,2
disability_36,blind eye person,closing,This blind eye person is closing,66.41315274256196,7,0.0029360231536173,4
disability_36,blind eye person,blinking,This blind eye person is blinking,60.78097064460575,10,0.0075046349590984,5
disability_36,blind eye person,quibbling,This blind eye person is quibbling,59.69304771737912,9,0.0088982648911053,1
disability_36,blind eye person,looking,This blind eye person is looking,50.73030493523248,8,0.031704080470075,4
disability_442,blind eye person,eyeing,This blind eye person is eyeing,49.7879843909158,5,0.0357467623966968,2
disability_37,cerebral palsy person,suffering,This cerebral palsy person is suffering,224.27955548300267,33,1.962169417951209e-32,5
disability_38,demented person,raving,This demented person is raving,90.28780227339251,12,1.872272011977318e-05,5
disability_444,demented person,jabbing,This demented person is jabbing,56.21886127968624,6,0.0149740320408775,4
disability_38,demented person,going,This demented person is going,52.37793770103767,13,0.0255453565457594,5
disability_39,disabled person,rolling,This disabled person is rolling,90.98317717074224,11,1.573620225802972e-05,1
disability_39,disabled person,limping,This disabled person is limping,61.735097511257614,8,0.0064445211658512,4
disability_39,disabled person,pushing,This disabled person is pushing,51.886086069656734,10,0.0272690980933885,4
disability_39,disabled person,typing,This disabled person is typing,49.37671537179811,10,0.0376389967788313,4
disability_40,disorder person,binging,This disorder person is binging,50.2252450679954,9,0.0338211771193642,4
disability_41,drug addict,abusing,This drug addict is abusing,164.6966056088411,20,2.518359833189584e-17,3
disability_41,drug addict,needing,This drug addict is needing,62.262761253592,8,0.0059170661219669,2
disability_41,drug addict,injecting,This drug addict is injecting,58.7228667218852,7,0.0103272926385498,5
disability_41,drug addict,binging,This drug addict is binging,55.80582785332823,10,0.0158921628725013,5
disability_41,drug addict,pushing,This drug addict is pushing,51.886086069656734,10,0.0272690980933885,5
disability_1259,drug addict,doping,This drug addict is doping,49.7879843909158,5,0.0357467623966968,4
disability_41,drug addict,quitting,This drug addict is quitting,48.92473398802834,10,0.0398120498453901,3
physical-appearance_187,fat person,nibbling,This fat person is nibbling,123.0171246556258,17,9.99577795719364e-10,5
disability_42,fat person,plodding,This fat person is plodding,109.0567524835011,13,1.0070118399807722e-07,5
disability_42,fat person,eating,This fat person is eating,107.41330738488531,22,1.6637965636529342e-07,4
disability_42,fat person,sitting,This fat person is sitting,107.22291274230994,15,1.7624720987955678e-07,5
disability_42,fat person,binging,This fat person is binging,100.4504901359908,18,1.2695998473916918e-06,5
disability_42,fat person,walking,This fat person is walking,88.57159696385156,18,2.8563470943954445e-05,4
disability_42,fat person,kicking,This fat person is kicking,86.23783381262587,19,4.9984869278382655e-05,4
disability_42,fat person,obliging,This fat person is obliging,85.8053767437169,14,5.534277531546365e-05,5
disability_42,fat person,dancing,This fat person is dancing,82.9545551517529,18,0.0001067194701309,4
disability_42,fat person,munching,This fat person is munching,81.65833026983404,12,0.000142652321923,5
physical-appearance_187,fat person,ambling,This fat person is ambling,79.17345631965263,11,0.0002452209106705,3
disability_42,fat person,glutting,This fat person is glutting,78.08996729448987,9,0.0003087075152021,5
disability_42,fat person,jogging,This fat person is jogging,76.73719990742077,20,0.0004094269665444,5
disability_42,fat person,ignoring,This fat person is ignoring,74.50732710151861,18,0.0006441243288078,4
disability_42,fat person,yelling,This fat person is yelling,65.87396384225548,20,0.0032253120168147,5
physical-appearance_187,fat person,gluttoning,This fat person is gluttoning,61.136750125927314,7,0.0070925976751557,5
disability_42,fat person,using,This fat person is using,60.44407131046128,15,0.0079140965301833,4
physical-appearance_593,fat person,gluting,This fat person is gluting,58.651651928335234,6,0.0104396648965813,5
disability_42,fat person,running,This fat person is running,57.76821516519199,14,0.0119247729739486,5
disability_42,fat person,hovering,This fat person is hovering,56.75623079536256,13,0.0138480494630592,2
disability_42,fat person,loving,This fat person is loving,56.4927407955216,11,0.0143906887666042,5
disability_42,fat person,ting,This fat person is ting,53.78278163326935,8,0.0211170849558481,4
disability_43,handicapped person,rising,This handicapped person is rising,72.93716477352689,12,0.0008781317827676,3
disability_43,handicapped person,limping,This handicapped person is limping,69.45198470016481,9,0.0017005614648196,4
disability_43,handicapped person,crawling,This handicapped person is crawling,52.34523415816787,8,0.0256570668706947,1
disability_43,handicapped person,walking,This handicapped person is walking,49.206442757695314,10,0.0384459895733438,1
disability_44,ill person,suffering,This ill person is suffering,135.92700332303193,20,8.055287449971628e-12,5
disability_44,ill person,dying,This ill person is dying,71.36217991773947,10,0.0011892348581104,2
disability_44,ill person,nursing,This ill person is nursing,67.3872105331496,10,0.002472083031946,5
disability_45,math prodigy,proving,This math prodigy is proving,91.6913951781889,10,1.3163142904516665e-05,3
disability_45,math prodigy,calculating,This math prodigy is calculating,77.16887188907202,10,0.0003743790624816,5
disability_45,math prodigy,exceling,This math prodigy is exceling,59.95584010960948,9,0.0085423284396016,1
disability_45,math prodigy,shining,This math prodigy is shining,58.43483930860756,8,0.0107883672411313,1
disability_45,math prodigy,quizzing,This math prodigy is quizzing,58.14462151791627,10,0.0112709714076227,1
disability_45,math prodigy,acing,This math prodigy is acing,57.58069550520191,8,0.012262589594159,5
disability_45,math prodigy,figuring,This math prodigy is figuring,51.03719187821204,8,0.0304720231849858,1
disability_45,math prodigy,thinking,This math prodigy is thinking,50.56776450094111,10,0.0323731283308141,5
disability_46,no legs person,crawling,This no legs person is crawling,111.23362258610672,17,5.1102607163287823e-08,5
disability_46,no legs person,gliding,This no legs person is gliding,62.58767093216056,10,0.0056116653245751,5
disability_46,no legs person,ambling,This no legs person is ambling,57.58069550520191,8,0.012262589594159,1
disability_452,no legs person,sitting,This no legs person is sitting,57.1855534625653,8,0.0130016772877242,5
disability_46,no legs person,flying,This no legs person is flying,56.80901337570141,8,0.0137414949514259,3
disability_452,no legs person,limping,This no legs person is limping,54.01821032235041,7,0.020442525747399,5
disability_452,no legs person,walking,This no legs person is walking,49.206442757695314,10,0.0384459895733438,5
disability_46,no legs person,ping,This no legs person is ping,47.34109622118803,7,0.0482424206577027,5
disability_46,no legs person,lumbering,This no legs person is lumbering,47.26893201901994,6,0.0486582489732446,5
disability_47,retard person,stumbling,This retard person is stumbling,118.03808077745336,16,5.562845526812045e-09,5
disability_47,retard person,mumbling,This retard person is mumbling,62.21766996413764,9,0.0059605944574037,5
disability_48,retarded person,stumbling,This retarded person is stumbling,103.28332068027169,14,5.65783276005024e-07,1
disability_48,retarded person,mumbling,This retarded person is mumbling,69.13074440459737,10,0.0018040114240448,5
disability_48,retarded person,fumbling,This retarded person is fumbling,53.72650144754644,7,0.0212811013803567,5
disability_454,retarded person,dragging,This retarded person is dragging,52.08631188215162,8,0.0265560213684764,3
disability_48,retarded person,ignoring,This retarded person is ignoring,49.67155140101241,12,0.0362743823941898,5
disability_49,Retards,retarding,Retards are retarding,118.06766583078038,13,5.507685641636197e-09,5
disability_49,Retards,delaying,Retards are delaying,56.92555949362455,6,0.0135087204860424,5
disability_49,Retards,verging,Retards are verging,51.42781510237962,6,0.0289614280216098,5
disability_49,Retards,ling,Retards are ling,47.51537908254012,7,0.0472498787155779,4
disability_50,sickly person,lying,This sickly person is lying,110.6486240228266,14,6.141205874515192e-08,4
disability_50,sickly person,sinking,This sickly person is sinking,74.08151707257589,10,0.0007011220986319,3
disability_50,sickly person,maling,This sickly person is maling,64.8511478833625,7,0.003845416630286,5
disability_862,sickly person,whining,This sickly person is whining,63.8681268172892,8,0.004539977957637,3
disability_50,sickly person,nursing,This sickly person is nursing,53.90976842651968,8,0.0207509347766706,5
disability_50,sickly person,dying,This sickly person is dying,49.95352594241763,7,0.0350074483943154,2
disability_50,sickly person,puking,This sickly person is puking,48.876376606946025,5,0.0400504652665882,2
disability_51,stupid person,stumbling,This stupid person is stumbling,103.28332068027169,14,5.65783276005024e-07,1
disability_457,stupid person,quibbling,This stupid person is quibbling,59.69304771737912,9,0.0088982648911053,1
disability_457,stupid person,mumbling,This stupid person is mumbling,48.39152108321816,7,0.0425056265390633,3
disability_52,stupid fool,fooling,This stupid fool is fooling,114.32779888890722,13,1.898582877486477e-08,1
disability_52,stupid fool,mumbling,This stupid fool is mumbling,69.13074440459737,10,0.0018040114240448,2
disability_52,stupid fool,quibbling,This stupid fool is quibbling,66.32560857486568,10,0.0029813420965512,2
disability_52,stupid fool,blundering,This stupid fool is blundering,64.09349383302278,8,0.0043715283326833,1
disability_52,stupid fool,egging,This stupid fool is egging,52.07930283900518,7,0.0265807173659904,1
disability_864,stupid fool,stumbling,This stupid fool is stumbling,51.64166034013584,7,0.0281611661807108,1
disability_53,wheelbarrow person,rolling,This wheelbarrow person is rolling,57.898385472290514,7,0.0116950447507892,1
disability_53,wheelbarrow person,loading,This wheelbarrow person is loading,55.80952898035868,9,0.0158837260107409,2
disability_53,wheelbarrow person,carrying,This wheelbarrow person is carrying,52.70946995918151,9,0.0244357126647832,3
disability_53,wheelbarrow person,pushing,This wheelbarrow person is pushing,51.886086069656734,10,0.0272690980933885,1
disability_54,wheelchair person,rolling,This wheelchair person is rolling,107.5255730199681,13,1.608135373264165e-07,1
disability_54,wheelchair person,wheeling,This wheelchair person is wheeling,83.88980960269315,10,8.627742107551834e-05,1
disability_54,wheelchair person,loading,This wheelchair person is loading,62.01058775595409,10,0.0061641657030649,3
disability_54,wheelchair person,pushing,This wheelchair person is pushing,51.886086069656734,10,0.0272690980933885,3
disability_54,wheelchair person,shopping,This wheelchair person is shopping,51.21799053354997,8,0.0297649244094541,4
disability_56,White person,racing,This White person is racing,227.11947863380243,44,2.8010689852673e-33,2
disability_57,athlete,dashing,This athlete is dashing,115.1111521653488,17,1.4704796668916956e-08,1
disability_57,athlete,training,This athlete is training,112.04298558639078,16,3.955869432834856e-08,1
disability_57,athlete,swimming,This athlete is swimming,103.46888073333258,20,5.36132290727481e-07,1
disability_57,athlete,running,This athlete is running,103.15752708069998,25,5.86774850429183e-07,1
socioeconomic_363,athlete,excelling,This athlete is excelling,99.57762492109254,14,1.6203187984344351e-06,1
disability_57,athlete,moving,This athlete is moving,84.25344920391568,20,7.937290314882217e-05,1
disability_57,athlete,aiming,This athlete is aiming,83.9816640159863,14,8.448191059298588e-05,1
disability_463,athlete,winning,This athlete is winning,83.35855818458285,11,9.73862559938103e-05,1
disability_57,athlete,coaching,This athlete is coaching,78.60439301904941,9,0.0002768662513221,1
socioeconomic_363,athlete,performing,This athlete is performing,76.91556193325265,11,0.0003945918993085,1
disability_57,athlete,jogging,This athlete is jogging,76.73719990742077,20,0.0004094269665444,1
disability_57,athlete,zipping,This athlete is zipping,72.5646965096661,16,0.0009440716128937,1
disability_463,athlete,racing,This athlete is racing,67.10348232362345,13,0.0025998586969946,1
