id,target,word,concatenated_sentence,tfidf_score,frequency,p_value,response
gender_91,Daughters,joy,Daughters are joy,69.70815666997682,11,0.0082499295661406,2
gender_91,Daughters,lovely,Daughters are lovely,64.00984778060493,12,0.0169630026413409,3
gender_91,Daughters,most,Daughters are most,63.51072101301888,12,0.0180095455086444,1
gender_504,Daughters,dearly,Daughters are dearly,63.13425906560517,7,0.0188348679574941,3
age_419,Daughters,super,Daughters are super,62.407471069110656,12,0.0205194553705532,1
age_832,Daughters,kind,Daughters are kind,61.44593193810174,15,0.0229428543103876,2
age_6,Daughters,hero,Daughters are hero,57.03394636634467,9,0.0373589893681699,2
age_6,Daughters,ever,Daughters are ever,55.36552103891594,8,0.0444554511496211,1
age_7,Elderly people,seniors,Elderly people are seniors,62.96445725817802,8,0.019217530109233,1
age_420,Elderly people,mature,Elderly people are mature,62.58343286626398,8,0.0201003084263971,3
age_7,Elderly people,elderly,Elderly people are elderly,60.58889064051249,9,0.0253019141660204,2
age_7,Elderly people,healthy,Elderly people are healthy,59.52917442155194,10,0.0284965954844437,1
age_8,Grandmothers,treasured,Grandmothers are treasured,152.01159542488855,19,8.057711455955471e-11,1
age_8,Grandmothers,cherished,Grandmothers are cherished,123.3077300227339,17,2.858670753087513e-07,1
age_8,Grandmothers,excellent,Grandmothers are excellent,104.6283858152378,18,2.125133751587917e-05,1
age_8,Grandmothers,delightful,Grandmothers are delightful,102.70479659659406,20,3.166796241601675e-05,1
age_8,Grandmothers,wise,Grandmothers are wise,102.2356585895132,20,3.485951534794838e-05,2
age_8,Grandmothers,lovely,Grandmothers are lovely,96.0147716709074,18,0.0001188554881879,1
age_8,Grandmothers,precious,Grandmothers are precious,82.72905418567706,13,0.0012228585204235,1
gender_94,Grandmothers,super,Grandmothers are super,78.00933883638831,15,0.0025489423680045,1
gender_94,Grandmothers,remarkable,Grandmothers are remarkable,77.71825304984732,13,0.0026628218026509,2
age_8,Grandmothers,magical,Grandmothers are magical,71.94774517763045,11,0.0060979610882307,1
age_8,Grandmothers,best,Grandmothers are best,71.94714499367984,13,0.0060984638310402,2
age_8,Grandmothers,yearly,Grandmothers are yearly,70.26409955517678,14,0.0076612753333951,2
gender_507,Grandmothers,heroic,Grandmothers are heroic,67.25929823822925,9,0.0113410431773712,1
age_421,Grandmothers,old,Grandmothers are old,66.68767758672831,9,0.0121931240599485,1
age_8,Grandmothers,very,Grandmothers are very,66.19861118196083,15,0.0129656487640293,2
age_8,Grandmothers,kind,Grandmothers are kind,65.54232740064185,16,0.0140685637274344,1
gender_94,Grandmothers,usual,Grandmothers are usual,64.9227334576873,17,0.0151830895247787,1
age_8,Grandmothers,gentle,Grandmothers are gentle,63.40446953585957,13,0.0182392985664641,1
age_8,Grandmothers,zealous,Grandmothers are zealous,62.73130026030627,14,0.0197537198114974,2
age_8,Grandmothers,nearest,Grandmothers are nearest,61.99634161187472,10,0.0215277233017153,1
gender_94,Grandmothers,fun,Grandmothers are fun,54.28052675149449,9,0.0496268771837986,2
age_9,Kindergarteners,excited,Kindergarteners are excited,82.38763127929906,11,0.0012916997819681,4
age_9,Kindergarteners,kiddos,Kindergarteners are kiddos,75.09523717312273,8,0.0039155060765634,2
age_9,Kindergarteners,fun,Kindergarteners are fun,60.31169639054944,10,0.0261071152835915,4
age_9,Kindergarteners,youthful,Kindergarteners are youthful,60.19608816653867,10,0.0264492134078237,1
age_10,Little boys,brats,Little boys are brats,82.02694322824615,11,0.0013682595580945,1
age_10,Little boys,playful,Little boys are playful,70.49232401389423,8,0.0074305352417218,3
age_423,Little boys,nimble,Little boys are nimble,66.30633886377785,8,0.0127919414296007,4
age_10,Little boys,fun,Little boys are fun,60.31169639054944,10,0.0261071152835915,5
age_11,Men,rough,Men are rough,173.71849237221082,28,4.7190420723330955e-14,2
age_11,Men,fragile,Men are fragile,164.14073029471945,24,1.4403029455493062e-12,4
age_11,Men,superior,Men are superior,163.95637868339713,26,1.5350550569449693e-12,1
age_11,Men,clever,Men are clever,147.66479227972658,29,3.1380196325204376e-10,3
age_11,Men,perfect,Men are perfect,147.29611961228875,26,3.51450072881706e-10,2
age_11,Men,gentle,Men are gentle,146.3180066212144,30,4.739762528263731e-10,4
sexual-orientation_308,Men,male,Men are male,136.8399491967509,19,7.672107055053552e-09,5
age_11,Men,brave,Men are brave,131.88202436471315,24,3.0319485226145205e-08,1
age_11,Men,insightful,Men are insightful,121.90382995639747,20,4.062240779108081e-07,1
sexual-orientation_308,Men,hero,Men are hero,120.40499788450542,19,5.882105177306858e-07,2
age_11,Men,average,Men are average,119.05591196136044,16,8.172178267357616e-07,2
age_11,Men,weak,Men are weak,118.68653946956084,18,8.935592914307976e-07,5
age_11,Men,natural,Men are natural,118.536918107302,24,9.263942146398804e-07,4
age_11,Men,kind,Men are kind,114.69907295112324,28,2.2974533868181382e-06,1
age_11,Men,usual,Men are usual,114.56952963121287,30,2.367596077647725e-06,1
age_11,Men,brutal,Men are brutal,106.43239281366633,15,1.4508865264268705e-05,4
age_11,Men,ordinary,Men are ordinary,103.33956069675136,17,2.778781914058176e-05,2
gender_86,Men,equal,Men are equal,99.63730202050884,15,5.880307425021916e-05,2
age_11,Men,dominant,Men are dominant,98.27693445512216,14,7.685365323360576e-05,3
age_11,Men,quirky,Men are quirky,84.69889528341201,15,0.0008871058752544,2
age_11,Men,just,Men are just,84.60011950345388,14,0.0009016828315046,3
gender_86,Men,likely,Men are likely,61.38266372557023,11,0.0231104315443786,3
age_424,Men,insensitive,Men are insensitive,60.85630226256277,7,0.0245449516020586,2
age_424,Men,yellow,Men are yellow,54.7779908431382,12,0.047199123337274,2
age_12,Millenials,addicted,Millenials are addicted,151.90290354824572,20,8.340776682678371e-11,1
age_12,Millenials,jealous,Millenials are jealous,60.043269044164575,9,0.0269071641535577,1
age_838,Millenials,obsessed,Millenials are obsessed,56.82875324823784,7,0.0381784208423644,3
age_425,Millenials,disillusioned,Millenials are disillusioned,56.32142787984205,6,0.0402674456139923,1
age_12,Millenials,concerned,Millenials are concerned,56.1582482600698,8,0.0409587797120278,1
age_13,Older people,aged,Older people are aged,72.51991829424358,9,0.0056350651788558,1
age_13,Older people,wise,Older people are wise,71.56496101265924,14,0.0064261550502219,1
age_13,Older people,ripe,Older people are ripe,68.39197095613311,10,0.009804372346665,2
age_13,Older people,elderly,Older people are elderly,67.32098960056943,10,0.0112522532486354,3
age_14,Oldest people,wise,Oldest people are wise,102.2356585895132,20,3.485951534794838e-05,4
age_14,Oldest people,quietest,Oldest people are quietest,71.18221105321977,10,0.0067698508887792,2
age_14,Oldest people,elderly,Oldest people are elderly,67.32098960056943,10,0.0112522532486354,2
age_14,Oldest people,old,Oldest people are old,66.68767758672831,9,0.0121931240599485,2
age_14,Oldest people,insightful,Oldest people are insightful,60.95191497819874,10,0.0242789542669786,3
age_427,Oldest people,ripe,Oldest people are ripe,54.713576764906485,8,0.0475080095568028,2
age_15,Seniors,preferred,Seniors are preferred,68.3168542900251,8,0.009900337872834,4
age_428,Seniors,elderly,Seniors are elderly,60.58889064051249,9,0.0253019141660204,1
age_15,Seniors,best,Seniors are best,55.34395768744603,10,0.0445538256504452,2
age_16,Teenagers,brats,Teenagers are brats,74.56994838931469,10,0.004222238179907,1
age_16,Teenagers,problem,Teenagers are problem,64.27330170737619,9,0.0164318830691298,4
age_16,Teenagers,energetic,Teenagers are energetic,63.65942745713739,9,0.0176921364823279,2
age_16,Teenagers,teen,Teenagers are teen,60.85630226256277,7,0.0245449516020586,4
age_16,Teenagers,fun,Teenagers are fun,54.28052675149449,9,0.0496268771837986,2
age_17,Teenager boys,goofy,Teenager boys are goofy,83.26032685955079,10,0.0011223904583544,3
age_17,Teenager boys,brats,Teenager boys are brats,74.56994838931469,10,0.004222238179907,2
age_17,Teenager boys,energetic,Teenager boys are energetic,63.65942745713739,9,0.0176921364823279,2
age_17,Teenager boys,cool,Teenager boys are cool,59.59156134344988,9,0.0282996427211011,3
age_17,Teenager boys,wild,Teenager boys are wild,57.81936317829575,8,0.0343541931106024,1
age_18,Young boys,adventurous,Young boys are adventurous,79.303864515631,9,0.0020939763104549,2
age_18,Young boys,wild,Young boys are wild,72.27420397286969,10,0.0058298861432493,2
age_18,Young boys,energetic,Young boys are energetic,70.7326971745971,10,0.0071941547608293,2
age_432,Adults,dependent,Adults are dependent,59.15579585560108,8,0.0296993076316816,5
age_432,Adults,adults,Adults are adults,55.62580144975122,7,0.0432817737876089,3
age_19,Adults,normal,Adults are normal,54.27150238391005,10,0.0496718217475393,1
age_20,Middle-aged people,prone,Middle-aged people are prone,98.06092973790174,16,8.016040191531199e-05,3
age_20,Middle-aged people,mature,Middle-aged people are mature,78.22929108282997,10,0.0024658322481322,1
age_20,Middle-aged people,elderly,Middle-aged people are elderly,67.32098960056943,10,0.0112522532486354,2
age_20,Middle-aged people,healthy,Middle-aged people are healthy,59.52917442155194,10,0.0284965954844437,1
age_21,Elderly,wise,Elderly are wise,56.229612224232255,11,0.0406552604649612,2
age_21,Elderly,care,Elderly are care,56.07534596378542,8,0.0413136778471751,3
age_22,Discriminated people,often,Discriminated people are often,85.16661179478523,19,0.0008209787218744,3
age_22,Discriminated people,victimized,Discriminated people are victimized,76.0375014583738,8,0.0034149340926538,1
age_22,Discriminated people,against,Discriminated people are against,74.25235304786011,8,0.0044179520581899,3
age_22,Discriminated people,back,Discriminated people are back,71.05724792876362,9,0.0068855283791975,3
age_22,Discriminated people,less,Discriminated people are less,68.05005730865031,10,0.0102478459078687,5
age_22,Discriminated people,target,Discriminated people are target,65.70833252648238,7,0.0137822076152417,1
age_22,Discriminated people,generally,Discriminated people are generally,58.03497708233669,9,0.033564978545793,2
age_23,Great granddaughters,adorable,Great granddaughters are adorable,78.22929108282997,10,0.0024658322481322,1
age_23,Great granddaughters,cherished,Great granddaughters are cherished,72.5339588369023,10,0.0056241094438435,1
age_23,Great granddaughters,daughters,Great granddaughters are daughters,64.9708089168776,7,0.0150939760317331,1
age_23,Great granddaughters,precious,Great granddaughters are precious,63.63773398898236,10,0.0177381409704456,2
age_23,Great granddaughters,glorious,Great granddaughters are glorious,59.40196912493511,8,0.0289017109137515,3
age_23,Great granddaughters,lovely,Great granddaughters are lovely,58.67569379888785,11,0.0313073978316123,1
age_23,Great granddaughters,joy,Great granddaughters are joy,57.03394636634467,9,0.0373589893681699,3
age_24,Boyfriends,nerdy,Boyfriends are nerdy,73.95150054591078,9,0.0046107822460921,3
age_24,Boyfriends,difficult,Boyfriends are difficult,63.46376757740974,9,0.018110769274039,2
age_25,Boys,awesome,Boys are awesome,115.28092587248398,20,2.0062209124184872e-06,2
age_25,Boys,fun,Boys are fun,114.59222314204392,19,2.355162004582265e-06,2
age_25,Boys,energetic,Boys are energetic,106.09904576189564,15,1.557763238525831e-05,4
age_25,Boys,good,Boys are good,97.84207139859303,19,8.364706396327919e-05,1
gender_109,Boys,lovely,Boys are lovely,96.0147716709074,18,0.0001188554881879,2
age_25,Boys,precious,Boys are precious,95.45660098347354,15,0.0001321226146403,1
age_25,Boys,young,Boys are young,95.36636033041852,18,0.000134393700695,4
gender_109,Boys,brave,Boys are brave,93.41643392500517,17,0.0001933704542478,4
age_25,Boys,clever,Boys are clever,91.6540090012096,18,0.0002667126468074,1
age_25,Boys,hard,Boys are hard,85.27287231359794,17,0.0008066019344196,2
age_25,Boys,very,Boys are very,79.43833341835298,18,0.0020512146286342,4
age_25,Boys,usual,Boys are usual,76.37968642080858,20,0.0032478971663185,5
age_25,Boys,kind,Boys are kind,69.63872286318197,17,0.0083261706509825,4
age_25,Boys,brats,Boys are brats,67.11295355038322,9,0.0115541101521858,4
gender_522,Boys,terrible,Boys are terrible,64.93213234358585,9,0.0151656321301055,4
age_25,Boys,wonderful,Boys are wonderful,63.16271064913232,10,0.018771388357929,1
age_25,Boys,rough,Boys are rough,62.04231870436101,10,0.0214129269333561,4
gender_109,Boys,manly,Boys are manly,58.45970483968404,8,0.03205398241708,1
age_438,Boys,super,Boys are super,57.206848480018095,11,0.0366797152756526,1
gender_109,Boys,joy,Boys are joy,57.03394636634467,9,0.0373589893681699,2
age_26,Youngest people,quietest,Youngest people are quietest,71.18221105321977,10,0.0067698508887792,4
age_26,Youngest people,ever,Youngest people are ever,69.20690129864494,10,0.0088143630217202,5
age_852,Youngest people,experienced,Youngest people are experienced,59.77724750377197,7,0.0277201331097153,1
age_27,Babies,cute,Babies are cute,76.0375014583738,8,0.0034149340926538,1
age_27,Babies,precious,Babies are precious,63.63773398898236,10,0.0177381409704456,1
age_27,Babies,wonderful,Babies are wonderful,56.84643958421909,9,0.0381072186521125,3
age_27,Babies,adorable,Babies are adorable,54.760503757980985,7,0.047282819908598,5
age_28,Adult people,likely,Adult people are likely,55.80242156870021,10,0.042499689645253,2
disability_29,AIDS people,infected,AIDS people are infected,111.64916035549342,13,4.617013638167673e-06,2
disability_29,AIDS people,helped,AIDS people are helped,110.23480741413827,12,6.336072294894305e-06,5
disability_29,AIDS people,spread,AIDS people are spread,76.0375014583738,8,0.0034149340926538,5
disability_29,AIDS people,benefiting,AIDS people are benefiting,75.4107795614201,10,0.0037409969207499,5
disability_29,AIDS people,affected,AIDS people are affected,75.2368621343014,10,0.0038362985049669,5
disability_29,AIDS people,educated,AIDS people are educated,70.95492854244421,10,0.006981540905141,5
disability_29,AIDS people,global,AIDS people are global,70.1994563105247,9,0.0077277671413314,4
disability_30,Mentally ill people,insane,Mentally ill people are insane,83.3928028289631,12,0.0010985452911922,4
disability_443,Mentally ill people,prone,Mentally ill people are prone,79.67450541204516,13,0.00197802484433,5
disability_30,Mentally ill people,suffering,Mentally ill people are suffering,73.07463104960506,10,0.0052163583646584,5
disability_30,Mentally ill people,chronic,Mentally ill people are chronic,72.78859496259074,9,0.0054286743187491,5
disability_30,Mentally ill people,handicapped,Mentally ill people are handicapped,67.80108179243304,10,0.0105816889700068,5
disability_30,Mentally ill people,branded,Mentally ill people are branded,64.23024929989718,8,0.016517690417484,5
disability_30,Mentally ill people,jailed,Mentally ill people are jailed,60.85630226256277,7,0.0245449516020586,4
disability_31,Psychotic kids,paranoid,Psychotic kids are paranoid,154.68678376120553,17,3.415219256323393e-11,5
disability_31,Psychotic kids,creeps,Psychotic kids are creeps,76.85646107627824,9,0.0030274128001082,4
disability_31,Psychotic kids,kooky,Psychotic kids are kooky,70.40834441706556,10,0.007514718572003,5
disability_31,Psychotic kids,insane,Psychotic kids are insane,69.49400235746924,10,0.0084870707235669,2
disability_31,Psychotic kids,brats,Psychotic kids are brats,67.11295355038322,9,0.0115541101521858,4
disability_31,Psychotic kids,reckless,Psychotic kids are reckless,65.89304412241721,9,0.0134695057351287,5
disability_31,Psychotic kids,frantic,Psychotic kids are frantic,65.70833252648238,7,0.0137822076152417,4
disability_31,Psychotic kids,violent,Psychotic kids are violent,60.27301162277023,10,0.0262211737000691,1
disability_857,Psychotic kids,manic,Psychotic kids are manic,57.82931444952749,6,0.0343174356104915,5
disability_31,Psychotic kids,ecstatic,Psychotic kids are ecstatic,54.28841479241226,7,0.0495876185160718,5
disability_32,Crippled people,disabled,Crippled people are disabled,108.09304778678816,16,1.0144581528473406e-05,5
disability_32,Crippled people,enabled,Crippled people are enabled,71.06792409498354,10,0.0068755777754664,3
disability_445,Crippled people,victims,Crippled people are victims,61.631376980238585,9,0.0224575561045963,5
disability_32,Crippled people,blind,Crippled people are blind,57.41927981369846,8,0.0358590101689038,4
disability_33,Agoraphobic people,phobic,Agoraphobic people are phobic,129.9416178337552,14,5.112528438582614e-08,4
disability_33,Agoraphobic people,afraid,Agoraphobic people are afraid,128.33607469901494,18,7.826374674922361e-08,3
disability_33,Agoraphobic people,daunted,Agoraphobic people are daunted,88.7607902287435,10,0.0004454560098196,2
disability_33,Agoraphobic people,terrified,Agoraphobic people are terrified,81.50142019491413,10,0.001487243161318,2
disability_33,Agoraphobic people,nocturnal,Agoraphobic people are nocturnal,76.0375014583738,8,0.0034149340926538,4
disability_33,Agoraphobic people,ghastly,Agoraphobic people are ghastly,75.09523717312273,8,0.0039155060765634,3
disability_33,Agoraphobic people,loath,Agoraphobic people are loath,73.48987160942552,8,0.004921283311297,4
disability_33,Agoraphobic people,queasy,Agoraphobic people are queasy,68.69596954855619,9,0.0094242474951615,1
disability_33,Agoraphobic people,bound,Agoraphobic people are bound,63.42382208916918,10,0.0181972664753166,2
disability_446,Agoraphobic people,scared,Agoraphobic people are scared,55.11740370706914,6,0.0455980256782669,1
disability_34,Alcoholic people,addicts,Alcoholic people are addicts,153.75043628564015,21,4.6207958240430655e-11,5
disability_34,Alcoholic people,zonies,Alcoholic people are zonies,76.0375014583738,8,0.0034149340926538,1
disability_34,Alcoholic people,reckless,Alcoholic people are reckless,73.21449346935245,10,0.0051152577306616,2
disability_1273,Alcoholic people,inebriated,Alcoholic people are inebriated,67.46753352444873,7,0.0110437572271543,5
disability_34,Alcoholic people,problem,Alcoholic people are problem,64.27330170737619,9,0.0164318830691298,1
disability_35,Athletic people,gifted,Athletic people are gifted,75.0659178007084,10,0.0039320856222572,3
disability_35,Athletic people,quick,Athletic people are quick,63.561065822347686,9,0.0179015467943109,5
disability_35,Athletic people,rapid,Athletic people are rapid,63.17802929257852,9,0.0187372857109591,1
disability_35,Athletic people,dynamic,Athletic people are dynamic,62.75861526575356,10,0.0196902540269706,5
disability_35,Athletic people,healthy,Athletic people are healthy,59.52917442155194,10,0.0284965954844437,5
disability_448,Athletic people,fast,Athletic people are fast,54.760503757980985,7,0.047282819908598,2
disability_36,Autistic people,exceptional,Autistic people are exceptional,119.86284486931407,20,6.716417385863781e-07,2
disability_36,Autistic people,children,Autistic people are children,77.33981622266502,10,0.0028177393356816,5
disability_36,Autistic people,individuals,Autistic people are individuals,75.28728059197523,9,0.0038084491612102,5
disability_449,Autistic people,typical,Autistic people are typical,65.52057717695152,9,0.0141064598050407,3
disability_36,Autistic people,diagnosed,Autistic people are diagnosed,64.0048822841636,8,0.0169731523137682,2
disability_36,Autistic people,handicapped,Autistic people are handicapped,61.02097361318974,9,0.0240883403600676,4
disability_36,Autistic people,remarkable,Autistic people are remarkable,59.78327157680563,10,0.0277014993835738,5
disability_36,Autistic people,brilliant,Autistic people are brilliant,58.347362380683066,10,0.0324480786271684,4
disability_449,Autistic people,judged,Autistic people are judged,56.674556429170366,8,0.0388037982388588,5
disability_37,Blind people,blind,Blind people are blind,136.37078955753384,19,8.758675758801118e-09,5
disability_37,Blind people,read,Blind people are read,70.40636197454698,9,0.0075167159329934,5
disability_37,Blind people,insightful,Blind people are insightful,60.95191497819874,10,0.0242789542669786,2
disability_37,Blind people,as,Blind people are as,59.286962161590765,11,0.0292720873847581,5
disability_450,Blind people,deaf,Blind people are deaf,58.75421852849104,6,0.0310395596694282,5
disability_37,Blind people,trustful,Blind people are trustful,57.28052289620084,7,0.0363933591143733,2
disability_37,Blind people,visionary,Blind people are visionary,56.49872517542016,8,0.0395270742302361,2
disability_38,Cerebral palsy people,affected,Cerebral palsy people are affected,90.2842345611617,12,0.0003408108203541,5
disability_38,Cerebral palsy people,patients,Cerebral palsy people are patients,82.16833393990086,10,0.0013377669873726,5
disability_38,Cerebral palsy people,handicapped,Cerebral palsy people are handicapped,67.80108179243304,10,0.0105816889700068,5
disability_38,Cerebral palsy people,disabled,Cerebral palsy people are disabled,67.5581548667426,10,0.0109165137374498,4
disability_38,Cerebral palsy people,afflicted,Cerebral palsy people are afflicted,60.91069848339551,8,0.0243933214217509,5
disability_39,Demented people,mad,Demented people are mad,79.78735472059253,11,0.001943897104568,5
disability_39,Demented people,insane,Demented people are insane,76.44340259321618,11,0.0032176185620542,5
disability_865,Demented people,deranged,Demented people are deranged,72.1534389321202,8,0.0059278101320515,1
disability_39,Demented people,brutal,Demented people are brutal,63.85943568819979,9,0.0172727627759401,1
disability_39,Demented people,violent,Demented people are violent,60.27301162277023,10,0.0262211737000691,5
disability_40,Disabled people,enabled,Disabled people are enabled,78.17471650448189,11,0.0024862216970953,2
disability_40,Disabled people,benefiting,Disabled people are benefiting,75.4107795614201,10,0.0037409969207499,4
disability_40,Disabled people,disabled,Disabled people are disabled,74.31397035341685,11,0.0043793593006211,4
disability_40,Disabled people,need,Disabled people are need,64.72141435620017,10,0.0155611841116564,3
disability_40,Disabled people,handicapped,Disabled people are handicapped,61.02097361318974,9,0.0240883403600676,5
disability_41,Disorder people,weird,Disorder people are weird,75.4107795614201,10,0.0037409969207499,4
disability_41,Disorder people,odd,Disorder people are odd,58.8034674932036,10,0.0308725470158016,5
disability_41,Disorder people,mad,Disorder people are mad,58.02716706952184,8,0.0335933028725934,5
disability_41,Disorder people,troubled,Disorder people are troubled,55.83167230390775,8,0.0423712756587107,5
disability_42,Drug addicts,addicts,Drug addicts are addicts,146.4289869387049,20,4.582121403268122e-10,5
disability_42,Drug addicts,junkies,Drug addicts are junkies,77.29557255380314,9,0.0028363719796444,5
disability_42,Drug addicts,troubled,Drug addicts are troubled,69.78959037988469,10,0.0081612939986457,4
disability_42,Drug addicts,dependent,Drug addicts are dependent,66.55027033755121,9,0.0124060347776267,4
disability_42,Drug addicts,quitters,Drug addicts are quitters,66.55027033755121,9,0.0124060347776267,3
disability_42,Drug addicts,habitual,Drug addicts are habitual,64.9708089168776,7,0.0150939760317331,5
disability_42,Drug addicts,liable,Drug addicts are liable,59.45774554642814,10,0.028723492145544,5
disability_42,Drug addicts,users,Drug addicts are users,56.32142787984205,6,0.0402674456139923,5
physical-appearance_191,Fat people,obese,Fat people are obese,214.8825166683468,29,1.734883404299142e-21,5
disability_43,Fat people,gluttonous,Fat people are gluttonous,163.6586368462881,20,1.7011441996040896e-12,2
disability_43,Fat people,chunky,Fat people are chunky,141.23627290247745,18,2.1637749455976283e-09,5
disability_43,Fat people,lazy,Fat people are lazy,139.4922228287124,21,3.594103561800393e-09,3
disability_43,Fat people,insulted,Fat people are insulted,115.6387263565915,16,1.8450714261633556e-06,5
physical-appearance_191,Fat people,fat,Fat people are fat,115.23364142884286,16,2.0285005650924032e-06,5
disability_43,Fat people,round,Fat people are round,110.54632260286566,17,5.911711510502709e-06,3
disability_43,Fat people,big,Fat people are big,104.88653629049008,19,2.013087115331639e-05,5
disability_43,Fat people,zy,Fat people are zy,98.19518210777288,12,7.808977792791633e-05,3
physical-appearance_191,Fat people,jolly,Fat people are jolly,98.03523905802588,18,8.056248270061797e-05,4
physical-appearance_191,Fat people,easy,Fat people are easy,93.1108077159832,17,0.0002045610058733,4
disability_43,Fat people,not,Fat people are not,86.8251077919957,13,0.0006213644439848,1
disability_43,Fat people,heavy,Fat people are heavy,74.8442603191091,12,0.004059477191372,4
disability_43,Fat people,slow,Fat people are slow,74.01634586126569,12,0.0045685961368383,4
disability_43,Fat people,unhappy,Fat people are unhappy,64.30363765824733,7,0.0163716502239982,1
disability_43,Fat people,overweight,Fat people are overweight,63.13425906560517,7,0.0188348679574941,3
disability_456,Fat people,disliked,Fat people are disliked,59.77724750377197,7,0.0277201331097153,5
disability_456,Fat people,querulous,Fat people are querulous,58.63702519580696,9,0.0314399923421649,5
disability_43,Fat people,kind,Fat people are kind,57.34953647556162,14,0.0361267807863502,5
disability_456,Fat people,weight,Fat people are weight,55.62580144975122,7,0.0432817737876089,4
disability_44,Handicapped people,accessible,Handicapped people are accessible,87.50915879920343,10,0.0005529397159283,2
disability_44,Handicapped people,capable,Handicapped people are capable,77.999395900583,10,0.0025527584869478,2
